States,Transaction_Year,Quarters,Transaction_Type,Transaction_Count,Transaction_Amount,District
mizoram,2022,2,TOTAL,30607,103805199.37272805,champhai district
mizoram,2022,2,TOTAL,16320,71937273.17240411,saiha district
mizoram,2022,1,TOTAL,25542,73577504.13530782,serchhip district
mizoram,2022,1,TOTAL,341192,1081700361.9959884,aizawl district
mizoram,2022,1,TOTAL,70118,225762310.6230601,lunglei district
mizoram,2022,1,TOTAL,31141,85615813.92389987,mamit district
mizoram,2022,1,TOTAL,52546,177710904.92789966,lawngtlai district
mizoram,2022,1,TOTAL,41730,131565353.72167373,kolasib district
mizoram,2022,1,TOTAL,28284,104778862.41112824,champhai district
mizoram,2022,1,TOTAL,14364,64447851.87228675,saiha district
mizoram,2021,3,TOTAL,19902,54838260.2224697,serchhip district
mizoram,2021,3,TOTAL,276340,865537331.9432542,aizawl district
mizoram,2021,3,TOTAL,55054,157303231.44253838,lunglei district
mizoram,2021,3,TOTAL,22878,65856355.67206964,mamit district
mizoram,2021,3,TOTAL,44431,130625157.50867543,lawngtlai district
mizoram,2021,3,TOTAL,30064,84157970.6374866,kolasib district
mizoram,2021,3,TOTAL,18678,71974971.0552853,champhai district
mizoram,2021,3,TOTAL,11182,43455371.73017335,saiha district
mizoram,2021,4,TOTAL,21092,58127189.330209725,serchhip district
mizoram,2021,4,TOTAL,317555,1021257676.3595349,aizawl district
mizoram,2021,4,TOTAL,62996,193267816.72749364,lunglei district
mizoram,2021,4,TOTAL,28553,76910208.12744261,mamit district
mizoram,2021,4,TOTAL,47572,152734951.83765793,lawngtlai district
mizoram,2021,4,TOTAL,37950,113743718.86428112,kolasib district
mizoram,2021,4,TOTAL,25625,100501231.3416473,champhai district
mizoram,2021,4,TOTAL,11986,54122948.934775494,saiha district
mizoram,2021,2,TOTAL,15664,39541209.17776598,serchhip district
mizoram,2021,2,TOTAL,222893,635733236.9899334,aizawl district
mizoram,2021,2,TOTAL,46084,125798685.12915294,lunglei district
mizoram,2021,2,TOTAL,20464,51797964.37426141,mamit district
mizoram,2021,2,TOTAL,38779,110575273.85365936,lawngtlai district
mizoram,2021,2,TOTAL,23910,66068598.117042184,kolasib district
mizoram,2021,2,TOTAL,15913,52313277.17825453,champhai district
mizoram,2021,2,TOTAL,10633,41046228.48202239,saiha district
mizoram,2021,1,TOTAL,12877,42644166.311948836,serchhip district
mizoram,2021,1,TOTAL,182220,609359098.2421973,aizawl district
mizoram,2021,1,TOTAL,40131,133262456.0307964,lunglei district
mizoram,2021,1,TOTAL,18670,51226307.47618229,mamit district
mizoram,2021,1,TOTAL,31658,106154307.36708316,lawngtlai district
mizoram,2021,1,TOTAL,22212,71207105.1965721,kolasib district
mizoram,2021,1,TOTAL,13769,51873702.94129371,champhai district
mizoram,2021,1,TOTAL,8038,35378443.37986354,saiha district
mizoram,2020,3,TOTAL,10351,25197852.93925553,serchhip district
mizoram,2020,3,TOTAL,136460,413175918.97011656,aizawl district
mizoram,2020,3,TOTAL,30971,83270436.83501583,lunglei district
mizoram,2020,3,TOTAL,17199,28176447.030524082,mamit district
mizoram,2020,3,TOTAL,25540,62210090.16784428,lawngtlai district
mizoram,2020,3,TOTAL,15789,35985260.690991834,kolasib district
mizoram,2020,3,TOTAL,11286,35131298.73356742,champhai district
mizoram,2020,3,TOTAL,7107,24796870.137284856,saiha district
mizoram,2020,4,TOTAL,14804,39531569.17092189,serchhip district
mizoram,2020,4,TOTAL,166039,532069401.3249176,aizawl district
mizoram,2020,4,TOTAL,41847,117007241.0363552,lunglei district
mizoram,2020,4,TOTAL,21383,48253980.828914225,mamit district
mizoram,2020,4,TOTAL,32803,102209937.65580332,lawngtlai district
mizoram,2020,4,TOTAL,21149,56473537.93676706,kolasib district
mizoram,2020,4,TOTAL,15587,50140873.98671983,champhai district
mizoram,2020,4,TOTAL,8995,40835573.753559604,saiha district
mizoram,2020,2,TOTAL,10425,19459795.690984454,serchhip district
mizoram,2020,2,TOTAL,93369,238637352.52940086,aizawl district
mizoram,2020,2,TOTAL,27260,60375778.328148104,lunglei district
mizoram,2020,2,TOTAL,15352,24755549.964956302,mamit district
mizoram,2020,2,TOTAL,22369,44085859.538810775,lawngtlai district
mizoram,2020,2,TOTAL,14432,29350410.444769997,kolasib district
mizoram,2020,2,TOTAL,8480,20817381.347150296,champhai district
mizoram,2020,2,TOTAL,6775,19711305.598098427,saiha district
mizoram,2020,1,TOTAL,7512,15256865.240079906,serchhip district
mizoram,2020,1,TOTAL,78597,215534588.05424356,aizawl district
mizoram,2020,1,TOTAL,19703,47052524.734837465,lunglei district
mizoram,2020,1,TOTAL,12136,21524123.962646015,mamit district
mizoram,2020,1,TOTAL,13887,31918357.190269426,lawngtlai district
mizoram,2020,1,TOTAL,11386,26364756.939303115,kolasib district
mizoram,2020,1,TOTAL,6269,19712814.749991663,champhai district
mizoram,2020,1,TOTAL,4119,14713548.478265904,saiha district
mizoram,2019,3,TOTAL,4389,12447829.176727356,serchhip district
mizoram,2019,3,TOTAL,54796,162632861.96810922,aizawl district
mizoram,2019,3,TOTAL,13305,34090897.89113889,lunglei district
mizoram,2019,3,TOTAL,6296,14161494.187527731,mamit district
mizoram,2019,3,TOTAL,6097,14593963.455838619,lawngtlai district
mizoram,2019,3,TOTAL,6977,17976086.411676798,kolasib district
mizoram,2019,3,TOTAL,3512,12151523.038879696,champhai district
mizoram,2019,3,TOTAL,2722,10739243.821443643,saiha district
mizoram,2019,4,TOTAL,5889,15064874.565576479,serchhip district
mizoram,2019,4,TOTAL,68532,215337713.34849542,aizawl district
mizoram,2019,4,TOTAL,15344,42919898.6938625,lunglei district
mizoram,2019,4,TOTAL,8468,16925628.21634368,mamit district
mizoram,2019,4,TOTAL,8069,22279514.789250825,lawngtlai district
mizoram,2019,4,TOTAL,11051,24470971.73397691,kolasib district
mizoram,2019,4,TOTAL,4878,17885681.11019664,champhai district
mizoram,2019,4,TOTAL,3008,13805068.176785678,saiha district
mizoram,2019,2,TOTAL,2917,10740915.810445426,serchhip district
mizoram,2019,2,TOTAL,45257,147150855.43357453,aizawl district
mizoram,2019,2,TOTAL,8919,29564431.131805927,lunglei district
mizoram,2019,2,TOTAL,5047,15936975.402700387,mamit district
mizoram,2019,2,TOTAL,4502,12828264.165793028,lawngtlai district
mizoram,2019,2,TOTAL,5077,15941097.796656493,kolasib district
mizoram,2019,2,TOTAL,2055,7970010.188288981,champhai district
mizoram,2019,2,TOTAL,1897,7884158.20574963,saiha district
mizoram,2019,1,TOTAL,2964,9972286.162915044,serchhip district
mizoram,2019,1,TOTAL,40608,125499167.4513055,aizawl district
mizoram,2019,1,TOTAL,8092,24562628.04677686,lunglei district
mizoram,2019,1,TOTAL,5400,15141345.457853137,mamit district
mizoram,2019,1,TOTAL,3749,12077236.041769966,lawngtlai district
mizoram,2019,1,TOTAL,5590,15775791.308525538,kolasib district
mizoram,2019,1,TOTAL,1865,6683655.297350604,champhai district
mizoram,2019,1,TOTAL,2038,8448785.630905889,saiha district
tamil-nadu,2018,3,TOTAL,342744,723073924.7012352,tiruchirappalli district
tamil-nadu,2018,3,TOTAL,60779,131442381.56311962,ramanathapuram district
tamil-nadu,2018,3,TOTAL,421247,853575950.8987744,krishnagiri district
tamil-nadu,2018,3,TOTAL,187987,378478273.94431186,cuddalore district
tamil-nadu,2018,3,TOTAL,766192,1416878619.3813162,kancheepuram district
tamil-nadu,2018,3,TOTAL,583538,1259741718.0399766,tiruppur district
tamil-nadu,2018,3,TOTAL,147916,329348880.6186586,dharmapuri district
tamil-nadu,2018,3,TOTAL,89821,169828310.26753742,thoothukkudi district
tamil-nadu,2018,3,TOTAL,278585,420498499.66842806,thanjavur district
tamil-nadu,2018,3,TOTAL,322515,702347696.9219126,madurai district
tamil-nadu,2018,3,TOTAL,147281,281481591.55415595,tiruvannamalai district
tamil-nadu,2018,3,TOTAL,484460,980781000.3982489,salem district
tamil-nadu,2018,3,TOTAL,62869,130013330.05042389,nagapattinam district
tamil-nadu,2018,3,TOTAL,81720,169304781.62115565,tirupathur district
tamil-nadu,2018,3,TOTAL,38743,96680828.6822369,ariyalur district
tamil-nadu,2018,3,TOTAL,5887343,10122319547.137985,chennai district
tamil-nadu,2018,3,TOTAL,103580,182889097.67500186,the nilgiris district
tamil-nadu,2018,3,TOTAL,266272,545919227.8032167,erode district
tamil-nadu,2018,3,TOTAL,96467,215593652.68871722,karur district
tamil-nadu,2018,3,TOTAL,74082,159528291.06900036,kallakkurichi district
tamil-nadu,2018,3,TOTAL,131381,258888256.93736243,viluppuram district
tamil-nadu,2018,3,TOTAL,88258,194004461.88954094,pudukkottai district
tamil-nadu,2018,3,TOTAL,30141,63352508.73676075,perambalur district
tamil-nadu,2018,3,TOTAL,1469560,2559173878.2111635,coimbatore district
tamil-nadu,2018,3,TOTAL,93460,204113703.48230138,virudhunagar district
tamil-nadu,2018,3,TOTAL,169183,369315588.0269084,dindigul district
tamil-nadu,2018,3,TOTAL,83843,201469521.91582698,sivaganga district
tamil-nadu,2018,3,TOTAL,79752,137939888.59062338,tenkasi district
tamil-nadu,2018,3,TOTAL,1337462,2362109205.940035,chengalpattu district
tamil-nadu,2018,3,TOTAL,98676,207727734.9880998,kanniyakumari district
tamil-nadu,2018,3,TOTAL,129280,265496869.79783598,tirunelveli district
tamil-nadu,2018,3,TOTAL,957503,1926378414.6646476,thiruvallur district
tamil-nadu,2018,3,TOTAL,74842,164986424.99007934,theni district
tamil-nadu,2018,3,TOTAL,104100,201826720.65354246,ranipet district
tamil-nadu,2018,3,TOTAL,226575,464581650.0613854,namakkal district
tamil-nadu,2018,3,TOTAL,209932,386936905.8516408,vellore district
tamil-nadu,2018,3,TOTAL,45989,92064901.75965646,thiruvarur district
tamil-nadu,2018,4,TOTAL,521026,1117403132.5568237,tiruchirappalli district
tamil-nadu,2018,4,TOTAL,90608,207229163.59488797,ramanathapuram district
tamil-nadu,2018,4,TOTAL,593519,1260396240.123799,krishnagiri district
tamil-nadu,2018,4,TOTAL,294247,572315407.3945904,cuddalore district
tamil-nadu,2018,4,TOTAL,1161731,2100098547.5513415,kancheepuram district
tamil-nadu,2018,4,TOTAL,811860,1780229997.978594,tiruppur district
tamil-nadu,2018,4,TOTAL,247249,536806090.4126581,dharmapuri district
tamil-nadu,2018,4,TOTAL,141155,272818734.99014145,thoothukkudi district
tamil-nadu,2018,4,TOTAL,278646,542255739.7365916,thanjavur district
tamil-nadu,2018,4,TOTAL,474612,1067216902.8803706,madurai district
tamil-nadu,2018,4,TOTAL,242571,468651175.40105104,tiruvannamalai district
tamil-nadu,2018,4,TOTAL,696312,1471377592.2860992,salem district
tamil-nadu,2018,4,TOTAL,96224,186021593.00365686,nagapattinam district
tamil-nadu,2018,4,TOTAL,143871,291583053.69241124,tirupathur district
tamil-nadu,2018,4,TOTAL,62904,129214698.20491128,ariyalur district
tamil-nadu,2018,4,TOTAL,8007699,14632395110.56675,chennai district
tamil-nadu,2018,4,TOTAL,134481,283004973.0986871,the nilgiris district
tamil-nadu,2018,4,TOTAL,386966,835595470.3091648,erode district
tamil-nadu,2018,4,TOTAL,146709,306020888.9052894,karur district
tamil-nadu,2018,4,TOTAL,126126,268522823.9222555,kallakkurichi district
tamil-nadu,2018,4,TOTAL,214391,408880677.54296046,viluppuram district
tamil-nadu,2018,4,TOTAL,138821,301769878.2607471,pudukkottai district
tamil-nadu,2018,4,TOTAL,50639,104392907.13353652,perambalur district
tamil-nadu,2018,4,TOTAL,1902305,3656789906.019909,coimbatore district
tamil-nadu,2018,4,TOTAL,157442,327805716.231165,virudhunagar district
tamil-nadu,2018,4,TOTAL,243534,559786657.1867274,dindigul district
tamil-nadu,2018,4,TOTAL,128594,293589030.5548705,sivaganga district
tamil-nadu,2018,4,TOTAL,106431,205216635.26106253,tenkasi district
tamil-nadu,2018,4,TOTAL,1974233,3371036660.915929,chengalpattu district
tamil-nadu,2018,4,TOTAL,151693,344942162.4855958,kanniyakumari district
tamil-nadu,2018,4,TOTAL,167911,383033218.902779,tirunelveli district
tamil-nadu,2018,4,TOTAL,1578958,2979682370.963098,thiruvallur district
tamil-nadu,2018,4,TOTAL,113542,276985851.74035156,theni district
tamil-nadu,2018,4,TOTAL,185758,354380535.4720969,ranipet district
tamil-nadu,2018,4,TOTAL,297669,682145913.4085293,namakkal district
tamil-nadu,2018,4,TOTAL,311703,577960235.4731153,vellore district
tamil-nadu,2018,4,TOTAL,75304,144518281.7328139,thiruvarur district
tamil-nadu,2018,2,TOTAL,245903,507249777.35516965,tiruchirappalli district
tamil-nadu,2018,2,TOTAL,41164,95315460.36915746,ramanathapuram district
tamil-nadu,2018,2,TOTAL,240421,518922355.15062875,krishnagiri district
tamil-nadu,2018,2,TOTAL,135570,254106751.89937544,cuddalore district
tamil-nadu,2018,2,TOTAL,460276,926687779.5176952,kancheepuram district
tamil-nadu,2018,2,TOTAL,391330,829169121.0692806,tiruppur district
tamil-nadu,2018,2,TOTAL,98177,198033255.21591768,dharmapuri district
tamil-nadu,2018,2,TOTAL,59562,110287284.95387965,thoothukkudi district
tamil-nadu,2018,2,TOTAL,124870,260046384.13307607,thanjavur district
tamil-nadu,2018,2,TOTAL,213788,460415565.2125236,madurai district
tamil-nadu,2018,2,TOTAL,103318,171723407.40219554,tiruvannamalai district
tamil-nadu,2018,2,TOTAL,333175,709542959.1656411,salem district
tamil-nadu,2018,2,TOTAL,41103,86466039.58831242,nagapattinam district
tamil-nadu,2018,2,TOTAL,58068,115249602.29332027,tirupathur district
tamil-nadu,2018,2,TOTAL,26224,55081294.94754556,ariyalur district
tamil-nadu,2018,2,TOTAL,3719593,7305357440.752291,chennai district
tamil-nadu,2018,2,TOTAL,55793,110994324.5565857,the nilgiris district
tamil-nadu,2018,2,TOTAL,175257,367928461.655128,erode district
tamil-nadu,2018,2,TOTAL,66337,137504455.94265643,karur district
tamil-nadu,2018,2,TOTAL,52388,103911012.30379987,kallakkurichi district
tamil-nadu,2018,2,TOTAL,90084,170473508.6967556,viluppuram district
tamil-nadu,2018,2,TOTAL,58403,120759489.75059341,pudukkottai district
tamil-nadu,2018,2,TOTAL,20977,37294395.57430517,perambalur district
tamil-nadu,2018,2,TOTAL,871802,1722112067.157432,coimbatore district
tamil-nadu,2018,2,TOTAL,65145,129048297.69581088,virudhunagar district
tamil-nadu,2018,2,TOTAL,115319,243396384.034788,dindigul district
tamil-nadu,2018,2,TOTAL,55874,121656962.22527634,sivaganga district
tamil-nadu,2018,2,TOTAL,44391,87372014.16415915,tenkasi district
tamil-nadu,2018,2,TOTAL,829689,1681243536.8538094,chengalpattu district
tamil-nadu,2018,2,TOTAL,72489,140282942.11909088,kanniyakumari district
tamil-nadu,2018,2,TOTAL,78667,174732671.09402937,tirunelveli district
tamil-nadu,2018,2,TOTAL,615860,1281039198.6235366,thiruvallur district
tamil-nadu,2018,2,TOTAL,51064,112377995.92241687,theni district
tamil-nadu,2018,2,TOTAL,71093,136204501.10028955,ranipet district
tamil-nadu,2018,2,TOTAL,145248,321879409.9592361,namakkal district
tamil-nadu,2018,2,TOTAL,130871,264336044.71696758,vellore district
tamil-nadu,2018,2,TOTAL,32835,57642123.094607845,thiruvarur district
tamil-nadu,2018,1,TOTAL,149186,262528157.21513474,tiruchirappalli district
tamil-nadu,2018,1,TOTAL,24581,45696810.24106984,ramanathapuram district
tamil-nadu,2018,1,TOTAL,153618,253907426.24551624,krishnagiri district
tamil-nadu,2018,1,TOTAL,89956,139521484.6215473,cuddalore district
tamil-nadu,2018,1,TOTAL,308279,538409899.0029244,kancheepuram district
tamil-nadu,2018,1,TOTAL,239740,423271979.6901945,tiruppur district
tamil-nadu,2018,1,TOTAL,63975,104176495.50900334,dharmapuri district
tamil-nadu,2018,1,TOTAL,37172,55782894.98005988,thoothukkudi district
tamil-nadu,2018,1,TOTAL,88574,145796314.2349676,thanjavur district
tamil-nadu,2018,1,TOTAL,129858,232151304.34595776,madurai district
tamil-nadu,2018,1,TOTAL,72372,91216191.60044219,tiruvannamalai district
tamil-nadu,2018,1,TOTAL,219916,375963971.67826045,salem district
tamil-nadu,2018,1,TOTAL,25394,46160213.432165846,nagapattinam district
tamil-nadu,2018,1,TOTAL,38799,56805034.731481194,tirupathur district
tamil-nadu,2018,1,TOTAL,16068,28339477.987306528,ariyalur district
tamil-nadu,2018,1,TOTAL,2656230,4281137762.522443,chennai district
tamil-nadu,2018,1,TOTAL,29334,55552425.89904122,the nilgiris district
tamil-nadu,2018,1,TOTAL,114560,198072372.78111735,erode district
tamil-nadu,2018,1,TOTAL,42198,76141519.7297589,karur district
tamil-nadu,2018,1,TOTAL,32666,53643331.73237315,kallakkurichi district
tamil-nadu,2018,1,TOTAL,59239,96341148.1997363,viluppuram district
tamil-nadu,2018,1,TOTAL,35973,65083487.93183671,pudukkottai district
tamil-nadu,2018,1,TOTAL,13293,19364164.454744175,perambalur district
tamil-nadu,2018,1,TOTAL,533919,913824434.6276875,coimbatore district
tamil-nadu,2018,1,TOTAL,40154,64399880.89336612,virudhunagar district
tamil-nadu,2018,1,TOTAL,65863,118771377.44963284,dindigul district
tamil-nadu,2018,1,TOTAL,34130,63944318.44032206,sivaganga district
tamil-nadu,2018,1,TOTAL,24822,39439630.85720312,tenkasi district
tamil-nadu,2018,1,TOTAL,569483,1030187164.971631,chengalpattu district
tamil-nadu,2018,1,TOTAL,44474,72304912.26185375,kanniyakumari district
tamil-nadu,2018,1,TOTAL,50976,96759984.01749644,tirunelveli district
tamil-nadu,2018,1,TOTAL,413340,730210413.6566752,thiruvallur district
tamil-nadu,2018,1,TOTAL,33275,54074355.481018536,theni district
tamil-nadu,2018,1,TOTAL,50346,68782429.03208953,ranipet district
tamil-nadu,2018,1,TOTAL,99497,178022610.2001903,namakkal district
tamil-nadu,2018,1,TOTAL,104902,153394007.93803328,vellore district
tamil-nadu,2018,1,TOTAL,20460,32378308.922213852,thiruvarur district
tamil-nadu,2022,3,TOTAL,8564920,16339844623.273811,tiruchirappalli district
tamil-nadu,2022,3,TOTAL,2203852,4657168292.975974,ramanathapuram district
tamil-nadu,2022,3,TOTAL,14932340,25680854032.527496,krishnagiri district
tamil-nadu,2022,3,TOTAL,4680299,8326894677.322099,cuddalore district
tamil-nadu,2022,3,TOTAL,16476680,22598905113.9707,kancheepuram district
tamil-nadu,2022,3,TOTAL,17847117,25599159008.871284,tiruppur district
tamil-nadu,2022,3,TOTAL,6110827,12322253266.415527,dharmapuri district
tamil-nadu,2022,3,TOTAL,3019557,5929644411.408558,thoothukkudi district
tamil-nadu,2022,3,TOTAL,3516046,7247067631.582065,thanjavur district
tamil-nadu,2022,3,TOTAL,18854500,34963057317.53805,madurai district
tamil-nadu,2022,3,TOTAL,4546341,8676598240.042643,tiruvannamalai district
tamil-nadu,2022,3,TOTAL,31403065,50435972371.685875,salem district
tamil-nadu,2022,3,TOTAL,1844678,3606593436.59481,nagapattinam district
tamil-nadu,2022,3,TOTAL,4286229,7637805182.874846,tirupathur district
tamil-nadu,2022,3,TOTAL,1057782,2096516777.8551369,ariyalur district
tamil-nadu,2022,3,TOTAL,42908667,65344650467.52281,chennai district
tamil-nadu,2022,3,TOTAL,2499125,4071937674.8550215,the nilgiris district
tamil-nadu,2022,3,TOTAL,9576460,15897874506.901472,erode district
tamil-nadu,2022,3,TOTAL,2308386,4542659398.617556,karur district
tamil-nadu,2022,3,TOTAL,3031305,5829974361.302319,kallakkurichi district
tamil-nadu,2022,3,TOTAL,3531557,6179829272.664677,viluppuram district
tamil-nadu,2022,3,TOTAL,2149117,4536703248.458712,pudukkottai district
tamil-nadu,2022,3,TOTAL,1062776,2063752415.6349826,perambalur district
tamil-nadu,2022,3,TOTAL,43610373,63815834929.8924,coimbatore district
tamil-nadu,2022,3,TOTAL,3256212,6768626547.405922,virudhunagar district
tamil-nadu,2022,3,TOTAL,5468519,11010004404.187984,dindigul district
tamil-nadu,2022,3,TOTAL,2158718,4655481935.624228,sivaganga district
tamil-nadu,2022,3,TOTAL,1743856,3976292693.820149,tenkasi district
tamil-nadu,2022,3,TOTAL,78987490,106079722725.66629,chengalpattu district
tamil-nadu,2022,3,TOTAL,3457993,7370866205.985282,kanniyakumari district
tamil-nadu,2022,3,TOTAL,3362624,6665454588.874087,tirunelveli district
tamil-nadu,2022,3,TOTAL,25690184,40124901027.15738,thiruvallur district
tamil-nadu,2022,3,TOTAL,2726196,5802007462.408134,theni district
tamil-nadu,2022,3,TOTAL,3307025,6087756257.31634,ranipet district
tamil-nadu,2022,3,TOTAL,5427150,10398967389.719395,namakkal district
tamil-nadu,2022,3,TOTAL,6719587,12004282971.363426,vellore district
tamil-nadu,2022,3,TOTAL,1168622,2533305502.950427,thiruvarur district
tamil-nadu,2022,4,TOTAL,10348183,18674871633.79885,tiruchirappalli district
tamil-nadu,2022,4,TOTAL,2536980,5131912118.760078,ramanathapuram district
tamil-nadu,2022,4,TOTAL,16419186,27528800881.08297,krishnagiri district
tamil-nadu,2022,4,TOTAL,5504268,9263849009.273396,cuddalore district
tamil-nadu,2022,4,TOTAL,17540782,22979273761.178146,kancheepuram district
tamil-nadu,2022,4,TOTAL,20078625,27993817372.884705,tiruppur district
tamil-nadu,2022,4,TOTAL,6657535,13284210841.009699,dharmapuri district
tamil-nadu,2022,4,TOTAL,3656395,6774717593.060657,thoothukkudi district
tamil-nadu,2022,4,TOTAL,4047728,7929388570.071096,thanjavur district
tamil-nadu,2022,4,TOTAL,21930141,39075713283.65903,madurai district
tamil-nadu,2022,4,TOTAL,5236271,9545432273.854141,tiruvannamalai district
tamil-nadu,2022,4,TOTAL,33193962,52189264730.86203,salem district
tamil-nadu,2022,4,TOTAL,1958358,3688142192.789018,nagapattinam district
tamil-nadu,2022,4,TOTAL,4764895,8186140455.240453,tirupathur district
tamil-nadu,2022,4,TOTAL,1245030,2323435387.037087,ariyalur district
tamil-nadu,2022,4,TOTAL,36087169,52708969517.53118,chennai district
tamil-nadu,2022,4,TOTAL,2829489,4520156369.4038925,the nilgiris district
tamil-nadu,2022,4,TOTAL,8133010,13727797354.99751,erode district
tamil-nadu,2022,4,TOTAL,2534064,4869161063.115521,karur district
tamil-nadu,2022,4,TOTAL,3330128,6197053072.30322,kallakkurichi district
tamil-nadu,2022,4,TOTAL,3886476,6442185710.5079155,viluppuram district
tamil-nadu,2022,4,TOTAL,2351358,4756557513.936826,pudukkottai district
tamil-nadu,2022,4,TOTAL,1139212,2139737159.8272598,perambalur district
tamil-nadu,2022,4,TOTAL,40259816,56926594389.65879,coimbatore district
tamil-nadu,2022,4,TOTAL,3538938,7070008076.062214,virudhunagar district
tamil-nadu,2022,4,TOTAL,6357637,12201984709.758507,dindigul district
tamil-nadu,2022,4,TOTAL,2386560,4894047781.374544,sivaganga district
tamil-nadu,2022,4,TOTAL,1883458,4139835704.6142645,tenkasi district
tamil-nadu,2022,4,TOTAL,109159290,143850411731.03555,chengalpattu district
tamil-nadu,2022,4,TOTAL,3950782,8142588843.674078,kanniyakumari district
tamil-nadu,2022,4,TOTAL,4027170,7605241924.228041,tirunelveli district
tamil-nadu,2022,4,TOTAL,27335584,41018657465.028946,thiruvallur district
tamil-nadu,2022,4,TOTAL,3444290,6887377073.070898,theni district
tamil-nadu,2022,4,TOTAL,3737957,6482440332.589865,ranipet district
tamil-nadu,2022,4,TOTAL,6710663,12192052206.513931,namakkal district
tamil-nadu,2022,4,TOTAL,6821759,11677039040.344677,vellore district
tamil-nadu,2022,4,TOTAL,1293487,2670800447.3045335,thiruvarur district
tamil-nadu,2022,2,TOTAL,6270815,12634551299.241276,tiruchirappalli district
tamil-nadu,2022,2,TOTAL,1634901,3744853011.614974,ramanathapuram district
tamil-nadu,2022,2,TOTAL,13942838,24721054679.65894,krishnagiri district
tamil-nadu,2022,2,TOTAL,4456802,8117134896.240127,cuddalore district
tamil-nadu,2022,2,TOTAL,15868496,22731542491.811836,kancheepuram district
tamil-nadu,2022,2,TOTAL,15482000,23838727353.104855,tiruppur district
tamil-nadu,2022,2,TOTAL,5738543,11978363491.184544,dharmapuri district
tamil-nadu,2022,2,TOTAL,2904687,5842566259.232948,thoothukkudi district
tamil-nadu,2022,2,TOTAL,3489101,7198941291.2239,thanjavur district
tamil-nadu,2022,2,TOTAL,8320838,17264493941.688946,madurai district
tamil-nadu,2022,2,TOTAL,4281517,8492400732.338126,tiruvannamalai district
tamil-nadu,2022,2,TOTAL,16106627,30338068694.55334,salem district
tamil-nadu,2022,2,TOTAL,1780491,3563820744.073098,nagapattinam district
tamil-nadu,2022,2,TOTAL,4039898,7419909368.9099245,tirupathur district
tamil-nadu,2022,2,TOTAL,1018572,2099380930.1451182,ariyalur district
tamil-nadu,2022,2,TOTAL,105344784,154665269695.64178,chennai district
tamil-nadu,2022,2,TOTAL,2334296,4192820800.6586566,the nilgiris district
tamil-nadu,2022,2,TOTAL,8037374,14313011584.19171,erode district
tamil-nadu,2022,2,TOTAL,2130679,4285560062.068948,karur district
tamil-nadu,2022,2,TOTAL,2827472,5639207666.8493,kallakkurichi district
tamil-nadu,2022,2,TOTAL,3359417,5986428096.992262,viluppuram district
tamil-nadu,2022,2,TOTAL,1893795,4133146343.311369,pudukkottai district
tamil-nadu,2022,2,TOTAL,969247,1942588737.1276388,perambalur district
tamil-nadu,2022,2,TOTAL,36695888,59260276493.12476,coimbatore district
tamil-nadu,2022,2,TOTAL,3078392,6563589359.971757,virudhunagar district
tamil-nadu,2022,2,TOTAL,4742064,9862085177.478687,dindigul district
tamil-nadu,2022,2,TOTAL,2113451,4572110215.1412115,sivaganga district
tamil-nadu,2022,2,TOTAL,1627020,3744115676.153031,tenkasi district
tamil-nadu,2022,2,TOTAL,25456618,33118244166.51247,chengalpattu district
tamil-nadu,2022,2,TOTAL,3119680,6825432728.488245,kanniyakumari district
tamil-nadu,2022,2,TOTAL,3088831,6293477478.325724,tirunelveli district
tamil-nadu,2022,2,TOTAL,25490825,40588215771.8699,thiruvallur district
tamil-nadu,2022,2,TOTAL,2444576,5292036888.261049,theni district
tamil-nadu,2022,2,TOTAL,3219805,6359870289.317292,ranipet district
tamil-nadu,2022,2,TOTAL,4127139,8629035859.175919,namakkal district
tamil-nadu,2022,2,TOTAL,5911444,11364769190.93938,vellore district
tamil-nadu,2022,2,TOTAL,1158014,2517626211.7731895,thiruvarur district
tamil-nadu,2022,1,TOTAL,5422369,11360010997.109035,tiruchirappalli district
tamil-nadu,2022,1,TOTAL,1425024,3361169634.3715773,ramanathapuram district
tamil-nadu,2022,1,TOTAL,11729353,20650466208.670742,krishnagiri district
tamil-nadu,2022,1,TOTAL,3854898,7328083169.35031,cuddalore district
tamil-nadu,2022,1,TOTAL,13219354,19642924522.879723,kancheepuram district
tamil-nadu,2022,1,TOTAL,12755181,20994558968.024055,tiruppur district
tamil-nadu,2022,1,TOTAL,4750920,10116593522.472927,dharmapuri district
tamil-nadu,2022,1,TOTAL,2388242,5004713169.898031,thoothukkudi district
tamil-nadu,2022,1,TOTAL,2942810,6384285130.794783,thanjavur district
tamil-nadu,2022,1,TOTAL,7084562,15309320989.586184,madurai district
tamil-nadu,2022,1,TOTAL,3659658,7478979872.636584,tiruvannamalai district
tamil-nadu,2022,1,TOTAL,13278693,26325325605.86054,salem district
tamil-nadu,2022,1,TOTAL,1501440,3137077070.316338,nagapattinam district
tamil-nadu,2022,1,TOTAL,3403925,6408532952.989394,tirupathur district
tamil-nadu,2022,1,TOTAL,898502,1840235658.86316,ariyalur district
tamil-nadu,2022,1,TOTAL,87458453,135444152912.82495,chennai district
tamil-nadu,2022,1,TOTAL,1729884,3144464483.74693,the nilgiris district
tamil-nadu,2022,1,TOTAL,6860000,12788323701.473593,erode district
tamil-nadu,2022,1,TOTAL,1831500,3768124397.8555865,karur district
